,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8
0,0.9943277166788684,0.9934014763908804,0.9778234785010029,0.975061157246207,0.9714647959672038,0.987466760287549,0.9940810201320941,0.9940887211329065
1,0.994326491795573,0.9928546071649437,0.9778109420618508,0.9750492491421708,0.9714965411927219,0.9869770566384082,0.9935903129186607,0.9935757177317449
2,0.9943023721800635,0.9929069948580721,0.9778129191871843,0.9750761483072389,0.9718651523817745,0.9869791891097015,0.9936014653553296,0.993533719805629
3,0.9938219003659059,0.9929178286153474,0.9783133662225447,0.9750586002913526,0.9719417661477479,0.9864497920811074,0.9935714510794622,0.9930768675869899
4,0.993783324103107,0.9923676327193778,0.9778155114181772,0.9750415052217546,0.9723760672260944,0.986395068455711,0.9930702950059014,0.993062073709504
5,0.9938333477320129,0.9924088333805372,0.9782608186247902,0.9750183172940183,0.9723805247542964,0.9859328516262064,0.9930825552013804,0.9930351676241669
6,0.9932900741854349,0.9918370435689116,0.9783043007367562,0.9750428494494495,0.972917847520629,0.985465649225885,0.9930526157740811,0.9930450153109928
7,0.9933111693977457,0.9918924488167159,0.9782641138336796,0.9750278729995882,0.9728781403286182,0.9854235733612629,0.9925743483926905,0.9925561916310395
8,0.9933207265118535,0.991880025323319,0.9777863524808501,0.9750496290326064,0.9728597530247848,0.9849170893690481,0.9925532410964445,0.9925618827299314
9,0.99280804480363,0.9913953766028202,0.977754718475513,0.9749864064974355,0.9728951493178104,0.9844083993720476,0.9925635103200081,0.9920400000226453
10,0.9928089218805577,0.9913834094225692,0.9777495633042728,0.974964518963882,0.9733704185994352,0.9844290034567507,0.9920316813031793,0.9920359179255344
11,0.992789973994518,0.9913527922824434,0.9777176510368515,0.9749912574060735,0.9733956534877107,0.9839247254693224,0.9920569352101063,0.9920150604950405
12,0.9927570533657003,0.9913578558863874,0.9777840970934325,0.9749584845504258,0.9733319430928489,0.9838209550041792,0.9915588928369845,0.9916177562404613
13,0.9927042472858515,0.9912417315505935,0.977770125407742,0.9750200121898074,0.9733325149467958,0.9832911020679294,0.9915246121927268,0.99149046632179
14,0.9920170575130643,0.990649775641866,0.9777986545940368,0.9750592139605176,0.9738965242306539,0.9832853811621839,0.9915564827130868,0.9915509826665516
15,0.9920806304683006,0.9906266067098669,0.977793367614441,0.9750030778430859,0.9738696324322244,0.983290807933958,0.9914476528948543,0.9915528598352961
16,0.9920656596724673,0.9906171271722513,0.97776789931107,0.9750186095174301,0.9733202420813185,0.9827898242470103,0.991472787044072,0.9909983799437809
17,0.9920355214945924,0.9906208512763146,0.9777675771128674,0.9750012806691026,0.9738481805777519,0.9827524692326306,0.9908119340652973,0.9910291744500886
18,0.9915313534813732,0.9900690656442231,0.9778960756141774,0.9745067948226077,0.9738019777114204,0.9822164983097739,0.9907937159237858,0.9909590040946415
19,0.991534393006588,0.9900744678030817,0.9777774773849084,0.9744924320419114,0.9733484388797808,0.9822694130112455,0.9907676386826083,0.9909181533272027
20,0.9915444189031916,0.9900594683483759,0.9778138418456732,0.9744976043963025,0.9733734244983874,0.981762693711854,0.9902764374686243,0.9909372676724338
21,0.9915222953937931,0.9900962530758635,0.9777819881597435,0.9744967423372374,0.9736749968093481,0.9817355010261893,0.990265599395942,0.9909271667168091
22,0.9915346803248918,0.9895555072779517,0.9777876705644059,0.9744861638497254,0.9732916640468913,0.9816597174084338,0.9902150616426609,0.9909263473177539
23,0.991504390926857,0.9895389328069031,0.9772765763429896,0.9744489930317282,0.9733113856766011,0.9811220993353366,0.9902334594207365,0.9904182007182645
